CustomerKey,customer_id
11927,c8ba10ad-8237-4751-88d9-baa14688ab3c
20004,e04f25fc-26bb-42e2-ae75-cf353f548f06
12613,86a57281-c07d-4dfa-8db8-51da40a00435
22625,ee1b2a7e-aca7-4e17-9abf-a2794bf46716
12993,709ad5f4-8174-4a48-94f7-57f774dae7fe
21545,f6d71742-8652-4fca-b1f4-32420c3c4b8a
27649,5d36a2ac-12bb-4064-aa62-8aca26004693
23711,a4af1307-2372-41ee-91c9-47be037848ad
25484,1b8917f9-5456-4a91-ac1b-228c3304e97a
15475,27b031df-deac-4cf6-a186-b165547a70ec
23354,4e51dc4f-ceb0-44a8-b6d7-6884887d123e
25028,da906126-f82b-4fb0-8c64-9373e2c4704f
19366,36366482-bf79-4d50-a369-1596151d648a
23246,c2c09f17-e2eb-447d-88b2-71dec28bbfc4
16437,194c4caf-752c-4b1b-a3ca-fd46c2339c41
20571,e89f3cbb-a898-4248-8bde-a16a90174a94
28740,ba1b503a-375a-47a8-bb04-d76b9bf3678f
19435,7f36da37-8858-43ee-95c0-9ca515d78434
18539,082e61d0-cc14-4948-8c8c-69a1ec8ac168
11327,43cc9452-1273-4e0c-97a1-c0575fae47b8
23183,26282742-fa55-4356-9229-7db47a90d841
18449,f3aed652-38dd-4d05-8ada-a9e12db72575
23535,f3857218-84cc-4140-b0c5-699f0d3c97ab
16264,f0de91c4-d9f9-4260-9485-0d95b35d6e9b
24592,d924be33-005c-495d-b6bf-60d60632340b
14560,7aa60139-1385-4263-8162-499c1534ac64
19911,b2650da0-1022-4859-a381-248affafacac
23286,604f49c1-200b-4b24-9d80-5a421a40625b
15646,a52422b8-885f-4475-a081-6e84d6ecdd9c
25136,09b784c6-1e27-43ec-9000-4d6d59f51698
19642,1eba7ebc-52b6-4584-91c2-e89a0be0fac8
25300,ed384d7c-5826-4cc1-a856-4d32d4ad7177
24654,944ab68c-1278-4925-a772-dd650cf96505
21255,47c9db31-0528-46de-8620-eca3d714686c
19874,9916a1a3-80ab-4862-92e3-7309960f850c
17654,38d63dc8-2437-4b98-aa25-fcfc19db742b
24470,d73d671c-6652-4c69-a0e3-06a97d14386c
23832,9b311a8f-d41e-4eb2-8ea5-d98187cc89f9
24775,fefc908c-0ade-471c-b96e-67b0789514be
16014,1f9d509a-7fbd-4a1a-abd9-641e6b562807
17344,4799f8fe-bd52-47ec-81aa-022a1992ad6c
29305,b2105aff-dda9-4d8a-9962-1b5404251ff2
16278,a6951e5a-a559-49ea-bf0a-044383deb00c
28222,21e0bf93-e3a0-43bc-a446-061648641aff
14919,d7f3bca3-ca26-4b35-b23d-3aa2cd62ec6e
24600,649c6dd1-6f99-4d33-a78e-ece5ea0198c1
26958,fe2c55c0-6a28-4571-9abf-89109c1e77bb
20503,5d2471af-91cf-499e-b482-1d7bc473ddc3
11687,d26beed4-4fc6-441c-ae6a-cf3f699ea1a4
12045,e798d854-aa12-4492-8595-7b08b63490f4
13609,91510bba-01a3-48ef-85e2-e78e2351ca84
23356,34a75f89-f399-4c5c-97b6-a6ecd3300830
26004,3c62dcfa-a6c1-4b4c-bd6a-9f391ff9eb00
17972,ff509638-1867-40dd-8916-89bd656adc71
18941,c8d48b6b-8058-40ce-9e3e-6a1ac106e829
14617,429b82ca-2f09-4c33-b0c5-069f3c3906df
12792,459b3908-81c7-4a79-ba03-731d26823c7a
14317,0dcf53c1-5729-43b7-8d54-33c577fa3eae
15569,0d663cb5-63ba-4299-979c-6033835e8a2e
12233,b1af8e0b-a474-409e-9be4-321203e5f9be
14392,d4e70b78-302f-430c-b4d9-aa80ffc0b943
16793,58274e0e-ee2a-4aee-87c2-e030f459fb1c
19687,343239c4-99bd-4363-b67b-436b678ad5fc
28394,94e27884-e1a0-4ca5-b5cc-750b7313e75a
25718,5e9f603c-5857-43b6-91ef-6850c9d36637
11798,6b3d2415-e92c-4817-9cb9-0370c0c424f3
22557,5c48214d-3d46-4151-ae4b-091bf4c6b2d7
27297,1de6372d-5675-4e9e-aad4-cc1572319c4e
11667,474067e2-c9f4-426e-8f02-d98dcf7b5d93
16745,6f96bb1a-62a3-42c6-a4fd-db9938b74a41
13210,c6a974b9-fc36-4dd1-b4cd-251d21e63aa0
12572,35e56c1b-7d0c-491a-af22-c53a44c9ce6e
12678,8ea6f1dc-0025-48c1-a02f-1c812cd0222a
16943,31b66160-89ac-4abf-be96-b328c5d004b4
19734,7ac6304c-9ed3-49df-83d8-14470a12b9f4
27166,0dd5d082-22c7-42b3-a79f-56dc062f5411
13028,f1ff94fa-eec6-4371-8c7d-d3c4309208bf
25996,ed6a477d-5b96-412a-864c-bc801a9b8df5
27970,a9b3acc5-a90b-450d-bbb5-103187b57f66
13446,752d5402-3846-4e01-a4fc-72da21971a2d
22993,8cf61d8e-193d-4dae-a56f-befb95606f06
24533,76e9e3cd-2f86-4b70-bcbc-1f83b717f20e
27436,56a8c366-fbdb-42f5-808a-230c7e60a35a
28817,d66de5fa-ab26-41d5-97b6-fc75ef049015
20911,84d454cb-8ddf-42de-8580-e4df0ed726c9
26674,9c9f46b5-6242-475b-aef8-ef1691e473c5
29449,512a0b02-2021-455d-b6d8-fbd32e3d8201
21789,69263909-ed31-47c8-969e-14cd53ae4773
15684,50b49ca0-2cee-4b39-bd14-b159e385d03b
27789,85fbc4b3-b5db-49b2-98d9-f6075ed355c6
12940,81ce9001-37ec-444a-bf7d-06f668e157cc
28487,86ab0ac0-cfe1-488d-b847-7a2232559a16
11074,b2f75609-2bb9-47ca-b70c-299c21e86fb1
19287,521faf8c-a25d-45b7-95fc-d07cd0d34c1b
24438,0146c62f-ec03-4313-93fb-84fa461c4e35
20184,7a1de52f-fff2-4c71-8893-665fb0895e11
11078,3ea4c4aa-863e-4252-877c-756d1a89fb62
11385,a02deb22-ff12-41d3-bfda-78d67b52584a
12966,d6c49b18-059a-41a5-83ab-4c9be40768cf
21304,46b418f8-ac47-4fc4-8f47-b6425a506865
25215,e6e218dc-17bf-4caa-8bf3-8240195f1d11
23656,c1322e05-7739-47c0-81ce-5384111683dd
12025,afd754e0-a8fd-446f-8352-1556baef4ade
19328,723bd889-8678-4979-b672-4490682c1b07
14729,b0deee4e-f799-421a-88be-3d9e518d7a41
25614,74d759ae-5555-4f75-8e27-681c7d3557b8
16594,b124782b-c1c9-4dd8-b394-c338fa4b6653
27732,33be378f-ad7c-42d2-b3ee-423d54453bdd
16007,6ef36236-4aee-498e-b89e-23231eb97ade
14825,3ecb2077-d0ce-4a4c-938a-9379e6b1a35c
21709,8332509c-d4c9-46ee-b216-e9f7d48ad7a5
12797,50e47a21-78b6-433c-a367-3e1bb02dfc5c
16218,a0c799c1-39cc-4992-a53a-a33b50de4b87
14433,e6a1234a-a5fd-4cd5-b89f-ec6b42308c57
14843,09d6ce2c-637b-4bf5-bff6-30144f00bb17
29015,43d970e2-2054-44bf-8641-5cd7cf6244a8
22980,93ffe445-8927-47b8-9c73-6f64b4a7fa34
19716,fbeafdba-3de3-4822-b369-970ac681c465
21900,69d3036e-1d3a-45f3-8ddc-e27c47decbfa
11397,fa96702d-2890-4054-a77e-9c2f25a7a059
16228,ba97ae00-0a8c-4bc8-a2d9-d2570dc186d8
13966,5dbd53f4-5712-4af4-9d11-91dad9a64dd2
20559,acb7ab61-69a7-4b59-9e67-9fe3789dab38
13830,06faaa33-7ba4-45bb-8e93-5e08badc47a5
11393,538d3763-2750-4fd1-9ff0-9296c6671b09
22197,1bd82ccd-1fbc-432e-accb-98002612d07d
28729,4008504a-eb65-4519-88d3-39ff56f782bc
12921,400a3cd4-1f6e-4969-9297-87bc845333b3
25690,f5fff0dc-327a-4b67-af11-7a853adb31c7
15174,8eec8214-6225-43cb-928f-ef9c91336f69
19359,67448243-6644-4499-84c3-e13ea579dd11
26580,321d126e-0ea3-4830-9483-44f6adde8e14
11827,e7bd9739-e923-4566-a69a-fc0e32844745
23954,bcaef77c-6841-4a2a-80e7-e4b13cb16ad5
22058,768f09a3-9dcb-440d-a356-99759f1f5c9b
27285,19201906-3f28-4090-846c-9759369dfff3
23769,8657bd35-cf42-43eb-8c54-713a77d8ef3c
14708,269cd0e6-d928-4d19-bf77-8ec0fd5b644d
23099,4e2ceeaa-bd14-4d34-a87f-89b0e508dc39
14053,a47e9316-cf00-4464-beca-d727eebb9728
15593,d5785206-9e24-415d-9e5d-e3b8c6bee344
14071,0479d2a0-eba3-4cef-be06-1b9d6d94b933
25698,d7fc134b-9fb8-40a3-b864-9697d05f5349
20283,92f1507f-725f-41c8-a1d7-3e5b1a8d9ee6
27131,ce25b86c-2341-4e2e-a701-4543c44b1e58
12104,5c678d04-ebf0-4f74-bcce-a51e016f70b6
12288,a8721ee9-e2fe-4c25-aced-a91ea3f4b7d6
11916,b55720c6-177b-4b81-948e-4f914ad9457f
21921,4dd745a4-704c-4072-bda5-37303200c73e
24972,a432b8b4-1c0d-4c45-becf-b57d9edd1c02
22276,286fe2a0-eef5-4368-8d2f-b914bd215df3
13036,afc3397e-498a-40ea-9353-0e547301e0e8
28702,88ceb850-1321-4069-89a3-b2da29622bd4
24034,ed8127d4-8d23-4a89-8a87-164994f2d584
11127,81e37b6b-9ffd-4015-906a-d319932ab782
26053,394b37b4-758f-495a-81f9-a0ac75bf07fb
